,artist.inverted,track,time,genre,date.entered,date.peaked,week,rank
976,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,21.0,27.0
977,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,22.0,34.0
978,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23.0,40.0
979,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,1.0,70.0
980,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,2.0,32.0
981,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,3.0,20.0
982,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,4.0,16.0
983,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,5.0,11.0
984,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,6.0,7.0
985,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,7.0,6.0
986,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,8.0,4.0
987,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,9.0,5.0
988,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,10.0,4.0
989,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,11.0,8.0
990,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,12.0,9.0
991,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,13.0,16.0
992,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,14.0,30.0
993,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,15.0,49.0
994,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,16.0,68.0
995,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,17.0,83.0
996,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,18.0,88.0
997,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19.0,98.0
998,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,1.0,85.0
999,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,2.0,70.0
1000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,3.0,52.0
1001,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,4.0,36.0
1002,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,5.0,27.0
1003,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,6.0,21.0
1004,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,7.0,15.0
1005,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,8.0,13.0
1006,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,9.0,12.0
1007,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,10.0,8.0
1008,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,11.0,5.0
1009,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,12.0,5.0
1010,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,13.0,5.0
1011,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,14.0,6.0
1012,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,15.0,5.0
1013,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,16.0,4.0
1014,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,17.0,6.0
1015,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,18.0,8.0
1016,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,19.0,11.0
1017,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,20.0,14.0
1018,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,21.0,14.0
1019,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,22.0,16.0
1020,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,23.0,18.0
1021,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,24.0,21.0
1022,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,25.0,26.0
1023,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,26.0,39.0
1024,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27.0,46.0
1025,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,1.0,85.0
1026,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,2.0,72.0
1027,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,3.0,65.0
1028,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,4.0,49.0
1029,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,5.0,39.0
1030,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,6.0,25.0
1031,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,7.0,20.0
1032,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,8.0,10.0
1033,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,9.0,9.0
1034,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,10.0,8.0
1035,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,11.0,6.0
1036,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,12.0,5.0
1037,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,13.0,7.0
1038,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,14.0,4.0
1039,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,15.0,6.0
1040,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,16.0,7.0
1041,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,17.0,13.0
1042,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,18.0,17.0
1043,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,19.0,17.0
1044,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,20.0,23.0
1045,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,21.0,29.0
1046,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22.0,36.0
1047,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,1.0,73.0
1048,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,2.0,63.0
1049,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,3.0,50.0
1050,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,4.0,42.0
1051,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,5.0,24.0
1052,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,6.0,19.0
1053,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,7.0,17.0
1054,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,8.0,14.0
1055,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,9.0,11.0
1056,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,10.0,9.0
1057,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,11.0,9.0
1058,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,12.0,9.0
1059,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,13.0,10.0
1060,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,14.0,5.0
1061,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,15.0,5.0
1062,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,16.0,6.0
1063,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,17.0,8.0
1064,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,18.0,9.0
1065,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,19.0,15.0
1066,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,20.0,15.0
1067,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,21.0,18.0
1068,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,22.0,17.0
1069,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,23.0,18.0
1070,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,24.0,19.0
1071,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,25.0,19.0
1072,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,26.0,22.0
1073,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,27.0,26.0
1074,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,28.0,32.0
1075,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29.0,42.0
1076,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,1.0,36.0
1077,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,2.0,21.0
1078,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,3.0,13.0
1079,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,4.0,9.0
1080,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,5.0,7.0
1081,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,6.0,7.0
1082,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,7.0,5.0
1083,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,8.0,7.0
1084,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,9.0,7.0
1085,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,10.0,7.0
1086,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,11.0,8.0
1087,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,12.0,11.0
1088,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,13.0,7.0
1089,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,14.0,10.0
1090,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,15.0,11.0
1091,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,16.0,12.0
1092,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,17.0,15.0
1093,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,18.0,17.0
1094,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,19.0,23.0
1095,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,20.0,30.0
1096,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21.0,38.0
1097,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,1.0,68.0
1098,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,2.0,51.0
1099,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,3.0,47.0
1100,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,4.0,36.0
1101,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,5.0,30.0
1102,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,6.0,20.0
1103,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,7.0,15.0
1104,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,8.0,12.0
1105,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,9.0,8.0
1106,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,10.0,7.0
1107,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,11.0,7.0
1108,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,12.0,7.0
1109,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,13.0,6.0
1110,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,14.0,5.0
1111,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,15.0,6.0
1112,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,16.0,9.0
1113,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,17.0,10.0
1114,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,18.0,11.0
1115,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,19.0,14.0
1116,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,20.0,16.0
1117,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,21.0,16.0
1118,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,22.0,16.0
1119,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,23.0,21.0
1120,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,24.0,27.0
1121,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,25.0,34.0
1122,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,26.0,40.0
1123,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27.0,46.0
1124,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,1.0,68.0
1125,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,2.0,31.0
1126,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,3.0,19.0
1127,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,4.0,15.0
1128,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,5.0,11.0
1129,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,6.0,6.0
1130,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,7.0,7.0
1131,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,8.0,7.0
1132,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,9.0,6.0
1133,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,10.0,5.0
1134,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,11.0,6.0
1135,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,12.0,7.0
1136,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,13.0,10.0
1137,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,14.0,12.0
1138,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,15.0,11.0
1139,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,16.0,9.0
1140,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,17.0,11.0
1141,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,18.0,12.0
1142,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,19.0,20.0
1143,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,20.0,22.0
1144,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,21.0,26.0
1145,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,22.0,30.0
1146,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,23.0,30.0
1147,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,24.0,39.0
1148,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,25.0,41.0
1149,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26.0,49.0
1150,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,1.0,76.0
1151,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,2.0,38.0
1152,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,3.0,19.0
1153,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,4.0,17.0
1154,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,5.0,12.0
1155,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,6.0,15.0
1156,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,7.0,12.0
1157,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,8.0,10.0
1158,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,9.0,7.0
1159,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,10.0,5.0
1160,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,11.0,8.0
1161,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,12.0,8.0
1162,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,13.0,10.0
1163,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,14.0,12.0
1164,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,15.0,14.0
1165,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,16.0,15.0
1166,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,17.0,19.0
1167,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,18.0,23.0
1168,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,19.0,21.0
1169,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,20.0,18.0
1170,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,21.0,19.0
1171,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,22.0,22.0
1172,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,23.0,23.0
1173,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,24.0,24.0
1174,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,25.0,33.0
1175,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26.0,38.0
1176,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,1.0,74.0
1177,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,2.0,62.0
1178,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,3.0,55.0
1179,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,4.0,25.0
1180,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,5.0,16.0
1181,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,6.0,14.0
1182,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,7.0,12.0
1183,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,8.0,10.0
1184,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,9.0,12.0
1185,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,10.0,9.0
1186,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,11.0,7.0
1187,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,12.0,6.0
1188,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,13.0,6.0
1189,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,14.0,6.0
1190,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,15.0,8.0
1191,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,16.0,9.0
1192,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,17.0,13.0
1193,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,18.0,19.0
1194,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,19.0,23.0
1195,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,20.0,26.0
1196,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,21.0,32.0
1197,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,22.0,34.0
1198,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,23.0,45.0
1199,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24.0,47.0
1200,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,1.0,85.0
1201,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,2.0,71.0
1202,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,3.0,59.0
1203,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,4.0,52.0
1204,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,5.0,39.0
1205,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,6.0,34.0
1206,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,7.0,26.0
1207,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,8.0,20.0
1208,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,9.0,17.0
1209,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,10.0,13.0
1210,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,11.0,11.0
1211,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,12.0,6.0
1212,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,13.0,6.0
1213,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,14.0,8.0
1214,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,15.0,8.0
1215,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,16.0,7.0
1216,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,17.0,8.0
1217,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,18.0,9.0
1218,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,19.0,11.0
1219,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,20.0,12.0
1220,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,21.0,14.0
1221,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,22.0,18.0
1222,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,23.0,26.0
1223,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,24.0,30.0
1224,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,25.0,36.0
1225,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,26.0,41.0
1226,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27.0,48.0
1227,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,1.0,74.0
1228,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,2.0,68.0
1229,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,3.0,65.0
1230,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,4.0,49.0
1231,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,5.0,44.0
1232,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,6.0,34.0
1233,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,7.0,30.0
1234,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,8.0,30.0
1235,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,9.0,17.0
1236,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,10.0,14.0
1237,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,11.0,11.0
1238,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,12.0,8.0
1239,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,13.0,9.0
1240,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,14.0,10.0
1241,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,15.0,11.0
1242,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,16.0,11.0
1243,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,17.0,6.0
1244,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,18.0,8.0
1245,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,19.0,7.0
1246,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,20.0,7.0
1247,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,21.0,9.0
1248,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,22.0,10.0
1249,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,23.0,14.0
1250,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,24.0,16.0
1251,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,25.0,26.0
1252,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,26.0,31.0
1253,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,27.0,35.0
